trade_date,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
20150325,2.200741265,3.304716135,-0.814419949,-0.174314393,0.551930609,-1.669458972,0.796273879,0.818519517
20150326,0.683994545,0.644156214,1.418173772,-0.046985552,0.127751376,0.416241188,0.146461224,0.586272779
20150327,0.786522654,0.734143364,1.270233752,-0.076423613,0.113079069,0.382723958,0.101134539,0.529257625
20150330,1.665114964,0.648145653,0.770099735,-0.163073565,0.25010947,-0.198962128,0.132207857,0.304946755
20150331,1.280751653,1.371773361,0.735065617,-0.178820863,0.204059332,0.126057558,-0.067683203,0.493333136
20150401,1.819140735,1.176256041,0.654056703,-0.154671175,0.408179592,-0.492786293,0.214873911,0.436561621
20150402,1.66055506,1.555650072,0.452122584,-0.177608382,0.474517509,-0.538520629,0.11799471,0.54556654
20150403,2.029029971,1.420766816,0.315260125,-0.173741062,0.471957488,-0.749611794,0.215986073,0.394537216
20150407,2.801946975,1.50882926,-0.347825568,-0.184725129,0.541905892,-1.366959619,0.307689359,0.092529768
20150408,3.346047822,0.335989499,-0.124656421,0.140549623,0.77592896,-0.973789305,-0.344891084,-0.059368049
20150409,3.04793903,0.083454559,-0.113708211,0.589039637,0.495210361,-0.510722446,-0.344065674,-0.497402416
20150410,3.767050278,-0.198964613,-0.414509487,0.616603936,0.656614034,-0.904034163,-0.385076514,-0.679503246
20150413,4.323249004,-0.745925789,-0.952735843,1.268153583,0.526984437,-0.908395258,-0.449517288,-1.281013661
20150414,4.225439079,-1.310542072,-1.187845786,2.098825142,0.166375495,-0.427436562,-0.412660554,-1.5956041
20150415,4.507500282,-1.360252176,-1.376608708,2.122360637,0.229389791,-0.545650427,-0.476304943,-1.733752716
20150416,6.392639724,-1.281929197,-2.639541712,2.046630535,0.881427298,-2.063178618,-0.665057827,-2.362518777
20150417,6.738481894,-1.88172707,-3.202997555,2.883722713,0.761041254,-1.834694258,-0.867918645,-2.536923166
20150420,5.128649186,-3.225927821,-5.286183457,7.842067323,-1.08043032,-0.043467313,0.552363301,1.17474419
20150421,5.821922752,-5.267184005,-8.482694227,12.57486026,-2.732426029,0.680133445,1.813063628,4.389330233
20150422,6.567776826,1.699203432,-3.624099846,1.272420894,3.291199616,-5.051468736,-0.935482189,-0.901756422
20150423,1.405059276,0.60047215,0.900622852,0.545454137,3.125031624,-1.690082679,-1.888208244,1.88446514
20150424,0.862137016,0.86384202,1.020848535,0.60949185,2.947353021,-1.515523654,-1.637485773,1.845209069
20150427,1.895988677,0.698082557,0.436200734,0.492106743,2.994000204,-2.06233929,-1.635502092,1.491309177
20150428,1.34957849,0.347410773,0.609294639,0.972473827,2.511310262,-1.2883528,-1.589962896,0.853343981
20150429,1.306603809,0.451013948,0.580811109,1.004827005,2.465156757,-1.343450883,-1.459867355,0.78024798
20150430,1.051912719,0.665646363,0.541629839,1.036216765,2.347288263,-1.237465701,-1.373987792,0.723874247
20150504,1.165261302,0.959822128,0.166030691,1.012904802,2.073332496,-1.367737345,-1.080245636,0.390503139
20150505,-0.290091081,1.565815071,0.392695805,1.244268993,1.580478035,-0.521891452,-0.925571431,0.39678104
20150506,-0.463772606,1.594409929,0.540227359,1.37681376,1.534019571,-0.678885224,-0.538739111,0.349314916
20150507,-0.86236197,1.940125609,0.553074001,1.46370194,1.58685566,-0.748082304,-0.406652937,0.431799626
20150508,-0.772660559,1.853911713,0.433573704,1.437395322,1.390902714,-0.674882987,-0.320324688,0.234328218
20150511,-0.118460192,1.734869466,0.06131964,1.322651278,1.172924701,-0.966612097,-0.041606609,-0.118974714
20150512,0.083658076,1.762448588,-0.105019215,1.280017015,1.174655429,-1.143647954,0.026225291,-0.152407874
20150513,-0.470542185,2.138850881,-0.196617355,1.367870388,0.960032813,-0.742842118,-0.043165489,-0.177063089
20150514,-0.595115705,2.113565042,-0.193587619,1.430791888,0.712915313,-0.552810869,0.088335048,-0.383079528
20150515,-1.479204356,2.508422791,-0.350090667,1.663197245,0.330837157,0.208709054,-0.148521355,-0.440576773
20150518,-2.257657141,3.033198661,-0.399794044,2.224050686,0.323079076,0.009892076,0.443630934,-0.235259232
20150519,-0.486941539,1.094356675,-0.069894916,2.068449691,-0.300570847,-0.105196195,1.028148306,-1.795411405
20150520,-0.464809266,1.413836623,-0.508696519,1.986902962,-0.402926779,0.176697213,0.636610722,-1.778285504
20150521,-0.008868577,1.179347058,-0.822196664,1.943592201,-0.637808579,0.26256263,0.589414332,-2.002172134
20150522,1.310516262,0.688141359,-0.991225616,1.613793138,-0.365959589,-0.595716589,0.742344044,-2.26920225
20150525,2.826188882,-0.500008275,-1.826343333,1.976800018,-0.889680356,-0.416086542,0.568968287,-3.261979612
20150526,3.05999974,-0.595202984,-2.671679895,2.593606234,-1.182952109,-0.15499388,0.43988233,-2.830956757
20150527,1.215934203,6.591540097,-7.490095522,-1.41292199,-0.381985729,3.007257819,-7.247672949,-0.244535712
20150609,-0.41415763,0.160551796,0.433886235,0.318299412,0.718917033,-0.131667102,-0.452363637,0.371619763
20150610,-0.490486791,0.211540784,0.456286295,0.34632072,0.712385557,-0.123597855,-0.4204115,0.367811437
20150611,-0.555576622,0.262224891,0.45410415,0.370151948,0.706261898,-0.110258386,-0.411253177,0.372444307
20150612,-0.527741785,0.265576229,0.433588527,0.359788406,0.709934069,-0.13903398,-0.400728019,0.359710202
20150615,-0.695165925,0.362405995,0.425582935,0.381141944,0.62316232,-0.036992784,-0.376609333,0.295318182
20150616,-0.856264921,0.417880299,0.4714011,0.438879584,0.631654667,-0.04344824,-0.314881378,0.313298232
20150617,-0.811161202,0.415873413,0.455618448,0.433904329,0.63740268,-0.087569347,-0.290789053,0.30352504
20150618,-1.081436495,0.560634521,0.484814069,0.522695393,0.649576827,-0.027962648,-0.288044955,0.342443916
20150619,-1.270936923,1.05239686,0.743486587,0.754148988,1.263087575,-0.323240308,-0.456290121,0.896413384
20150623,-0.176340273,0.982809454,0.557722434,0.634483394,1.66944055,-0.980379717,-0.609053549,0.947047792
20150624,-0.011902866,0.965583023,0.435030076,0.59471443,1.592137611,-0.950126369,-0.641572273,0.85719091
20150625,-0.62415604,1.20942393,0.488326859,0.630467465,1.343149524,-0.526478771,-0.600702655,0.818051565
20150626,-2.112513587,2.212675483,0.85098745,1.057713846,1.750908899,-0.772865584,-0.216017626,1.477047203
20150629,-2.159277225,3.437533972,0.631529927,1.144876375,2.557378582,-1.715682283,-0.180285265,2.41038809
20150630,0.34364137,2.566425313,0.139642202,0.661130554,2.674962745,-2.389690638,-0.420061079,1.958579676
20150701,-0.974762735,3.159736161,0.330095766,0.87612166,2.179095495,-1.532341219,-0.334328631,1.948081319
20150702,-1.386317801,3.584293161,0.394497364,0.959157346,2.39384629,-1.821116742,-0.11885516,2.180173839
20150703,-2.456332517,4.313734994,0.631787761,1.212014807,2.557627308,-1.85706999,0.149425031,2.505444883
20150706,-0.132495754,3.835908071,-0.127130448,0.629077324,2.971597423,-2.34181215,-0.814421372,2.814083323
20150707,0.440747703,2.968903319,0.013433436,0.713785402,2.4366257,-2.162579753,-0.381134884,2.067825419
20150708,-2.327627885,4.705630848,0.266395793,1.611508427,2.470577263,-1.540062239,-0.098446571,3.128412235
20150709,0.321200673,3.41832521,0.042029455,0.88276099,2.821498859,-3.05661818,0.273121732,2.458373178
20150710,1.702372868,2.92517272,-0.658516454,0.641034315,2.935746461,-3.429213937,-0.197419854,2.13620788
20150713,1.248088674,3.570657727,-1.164017909,0.471109686,2.332593582,-2.516138873,-0.621684324,1.780593258
20150714,0.065193845,3.522751119,-0.608871375,0.782778666,1.517973049,-1.557317292,-0.043430694,1.322904528
20150715,-0.098839511,3.380513672,-0.465882281,0.946067912,1.225900389,-1.39111323,0.271569649,1.076628213
20150716,0.013860646,2.984969787,-0.101438874,0.830112788,0.899068948,-1.26977884,0.6569774,0.429992673
20150717,0.866536458,2.617713751,-0.418541499,0.666408595,0.920260704,-1.503942408,0.505636764,0.058699471
20150720,0.576238288,2.672764141,-1.151876004,1.161137601,0.22751567,-0.57546588,0.180696769,-0.261236401
20150721,0.515382685,2.675791999,-1.249094588,1.263328255,0.012441139,-0.395555672,0.244988874,-0.367428118
20150722,-0.424791897,6.137766398,-4.564971297,-0.630013163,-0.391310426,2.72543579,-4.651340202,0.586198632
20150723,0.846126309,-0.113957601,0.05955477,-0.128831232,0.329036926,-0.229713523,-0.293001662,0.233596849
20150724,0.743088273,-0.068978041,0.066604401,-0.147999033,0.25835891,-0.143176868,-0.273100507,0.22160151
20150727,0.191074093,0.200361622,0.172085313,-0.134422274,0.033991366,0.153727616,-0.14392426,0.261858071
20150728,0.522083839,0.390370808,0.434570227,-0.194485752,0.29559433,-0.147827778,0.009694788,0.661667303
20150729,0.695632196,0.412082736,0.316475494,-0.201099432,0.352619243,-0.259772555,-0.032373553,0.665114685
20150730,0.321113203,0.585771395,0.314850596,-0.132966301,0.159339747,0.023310841,-0.017347374,0.670125125
20150731,0.871183236,0.723209059,0.495096987,-0.253233024,0.296699535,-0.236224438,0.138574069,0.910308721
20150803,0.894144213,0.776052874,0.345044908,-0.242038082,0.085556097,-0.159104964,0.245312006,0.717665653
20150804,1.393228216,0.505762918,0.223415831,-0.334059964,0.128702873,-0.338542772,0.203903403,0.49494584
20150805,1.055926105,0.748862424,0.193427896,-0.335123189,0.007642038,-0.162812742,0.219099476,0.52896971
20150806,0.974096407,0.831832735,0.216388966,-0.318130808,0.041690485,-0.277886722,0.341100343,0.5398905
20150807,1.255434323,0.672762932,0.146288941,-0.349339695,-0.056505653,-0.215668739,0.288420258,0.291065956
20150810,1.919756308,0.574770151,-0.293956812,-0.351610897,0.195054507,-0.717060894,0.174115136,0.211713015
20150811,1.767687726,0.686662329,-0.287006652,-0.371527009,0.037953736,-0.529516975,0.193880072,0.117192258
20150812,1.634698174,0.738354672,-0.232377401,-0.360470026,-0.098359505,-0.402369238,0.286791578,0.018948208
20150813,1.695626042,0.762313267,-0.303014608,-0.341683026,-0.092398975,-0.478379644,0.319844896,-0.001293392
20150814,1.689496906,0.847545331,-0.376165715,-0.343135029,-0.104805412,-0.484800563,0.312651337,-0.023986995
20150817,1.467446551,1.17082813,-0.540321271,-0.347505045,-0.184453258,-0.521507223,0.43360148,0.035435016
20150818,0.481595315,1.920567133,-0.997092157,-0.451858119,-0.650563429,0.593014661,-0.279187946,0.268539116
20150819,1.352590058,1.72012726,-0.369552694,-0.331949615,-0.568867442,-0.56211854,1.217014267,0.004817383
20150820,0.927159138,1.893036012,-0.461156893,-0.426788745,-1.106269726,0.472081342,0.712216645,-0.438769449
20150821,0.476183595,3.339648865,-0.714664137,-0.300159674,-1.016631401,0.224701071,1.045043445,0.298059213
20150824,-2.237678274,6.852890315,-3.094758539,0.870950246,-0.935506708,2.621549498,-1.81483253,2.77648507
20150825,-2.615429985,4.326926726,-0.985736609,2.232978174,-1.552514211,3.541810101,-0.639483421,1.071061746
20150826,-1.031070218,5.457054247,0.218371892,0.455029609,0.627703503,-0.631171067,1.240556746,3.202550636
20150827,1.280856043,1.698168296,0.228467907,-0.399210871,0.941038627,-1.132345493,0.299005074,2.280675384
20150828,1.60351269,1.693201801,-0.007185052,-0.434417273,1.006827866,-1.287891192,0.192017576,2.269702662
20150831,2.226492495,-0.07229121,0.163697726,0.039184898,0.191331401,-0.170629321,0.004807228,0.284139218
20150901,2.06178803,0.680162419,0.514141362,0.108859487,0.980759027,-0.627127682,-0.175456615,2.024073261
20150902,2.363626986,-0.351924007,1.335969325,0.517323409,0.899264284,0.230183857,-0.531890516,1.751323796
20150907,1.583267697,-0.132918746,1.365955181,0.509177939,-0.315469337,1.197349923,0.156415949,1.113182874
20150908,2.19855633,-0.653541512,1.352944717,0.200075684,-0.663405397,1.313814966,0.242592597,0.523010561
20150909,2.524614575,-0.725097551,1.169323919,0.144247052,-0.6966506,1.210635794,0.212760341,0.377325862
20150910,2.577190894,-0.794457123,1.153002943,0.129225165,-0.857396607,1.305672515,0.281677642,0.149970411
20150911,2.511850327,-0.710660078,1.093475861,0.110767894,-0.971470586,1.372395608,0.343952135,0.082169122
20150914,2.620164254,-0.444320447,0.492350719,0.384337386,-0.908034356,1.13573114,0.2845308,0.206078708
20150915,2.137451596,-0.45527287,0.66968902,0.642273132,-1.365528375,1.528019127,0.711572551,0.118773435
20150916,3.050772827,-0.823478376,0.547044946,0.329087018,-1.212956388,1.071487416,0.682484482,-0.300080067
20150917,2.633753793,-0.579155217,0.383089371,0.490785085,-1.492750543,1.411382553,0.718159709,-0.200644117
20150918,2.661364446,-0.644155763,0.192126826,0.720393404,-1.617953437,1.382575384,0.886355734,-0.140653086
20150921,2.851303485,-1.190828214,-0.994144657,2.338918426,-2.273445682,1.585999514,1.434055665,0.71028243
20150922,3.176049639,-1.865439759,-2.308598775,4.204143136,-2.853281304,1.711727995,2.001446125,2.037836053
20150923,2.150224407,1.890549567,0.036132243,-0.745364127,-0.508979177,-0.087176173,0.801906216,0.432940155
20150924,-0.062113441,0.429531651,0.807791175,-0.146927037,0.070206324,0.312301641,0.103874209,0.8011269
20150925,-0.14084111,0.435530849,0.745532643,-0.138476904,-0.061319105,0.507741184,0.036055532,0.699753348
20150928,-0.0970947,0.442784035,0.736209258,-0.113872417,-0.11690564,0.436300357,0.183720092,0.559179307
20150929,-0.305969992,0.553191339,0.702996063,-0.033459595,-0.142737223,0.543141738,0.142289395,0.546709158
20150930,-0.186509341,0.488654978,0.714682817,-0.066035776,-0.190290967,0.502852996,0.222495317,0.450391494
20151008,0.015876898,0.639703416,0.414282088,-0.145170207,-0.297482136,0.276890312,0.402913585,0.251358921
20151009,0.119036849,0.612841343,0.375201431,-0.164204924,-0.335635465,0.255839158,0.426779621,0.187867966
20151012,0.366535362,0.49807601,0.178504644,-0.32590759,-0.344337325,0.013284824,0.520631312,0.118193969
20151013,0.41260094,0.743744415,0.685742816,-0.295725869,-0.230036707,0.261433705,0.436416577,0.673322547
20151014,0.314177895,0.722643309,0.67689438,-0.328876129,-0.40013822,0.51202461,0.366744247,0.44870001
20151015,0.575557518,0.605083815,0.612775203,-0.319742581,-0.406670048,0.284010667,0.550982504,0.442653746
20151016,0.626939327,0.572547845,0.441776661,-0.363626179,-0.5097282,0.354342759,0.492372422,0.38990914
20151019,0.582469426,0.871630962,0.261673339,-0.276494017,-0.492317988,0.206265673,0.592152733,0.447400495
20151020,0.652393849,0.918893331,0.184889011,-0.208371296,-0.471534532,0.073904978,0.693004837,0.51124295
20151021,0.458520624,1.20139904,0.389085752,-0.1930882,-0.509349861,0.396989408,0.624959836,1.035063291
20151022,0.719195154,1.081519536,0.494962152,-0.200724087,-0.561359467,0.295181667,0.81674356,0.81193619
20151023,1.039658649,0.014356534,0.604544085,0.029740966,-1.24784902,1.111646051,0.771367377,-0.291423772
20151026,1.059383519,-0.001014441,-0.038572763,0.501196786,-1.557803568,1.217350383,0.892149339,-0.059006678
20151027,1.125715054,-0.364700231,-0.545125051,1.457917395,-1.987184347,1.432771541,1.290062008,0.397973323
20151028,-0.527791447,6.846312115,-7.812422806,-3.313299295,-2.873034848,8.960866249,-10.65113817,1.579958607
20151029,0.054888928,0.371185498,0.624934757,-0.108102791,-0.178417675,0.40567905,0.196005984,0.338422016
20151030,0.069290463,0.337154101,0.589927622,-0.134958257,-0.2651956,0.479106758,0.189465776,0.236716084
20151102,-0.020652286,0.451321948,0.545665899,-0.080985645,-0.301008046,0.461018578,0.270613833,0.157769001
20151103,-0.070201149,0.511954671,0.51385934,-0.060690837,-0.299987777,0.448709,0.284106209,0.156149246
20151104,0.333844964,0.229417415,0.423338153,-0.225127414,-0.348604332,0.22410934,0.415254418,0.054413081
20151105,0.658839119,0.403658399,0.404076673,-0.379326026,-0.351177974,0.050502725,0.589245912,0.229823763
20151106,1.170403544,0.639027511,0.385265699,-0.482459974,-0.344927727,-0.105291459,0.682021751,0.259855323
20151109,1.508187299,1.57155188,0.015948331,-0.564930686,0.066027835,-0.880085971,0.842732463,0.699086075
20151110,1.347117902,2.375102341,-0.024061397,-0.525645147,0.017251213,-0.866292414,0.977939654,0.896446407
20151111,1.188424979,2.285483834,-0.056190495,-0.577002897,-0.38109718,-0.407288686,0.973343006,0.504971783
20151112,0.789121748,2.450574546,-0.216933812,-0.582485896,-0.784514323,0.237383502,0.744927671,0.259773789
20151113,0.528541005,2.498968102,0.098842724,-0.40363147,-0.740312057,-0.100629541,1.297015687,0.187875353
20151116,0.560471759,2.86921121,-0.049255038,-0.32508881,-0.666070802,-0.636969873,1.761201546,0.185737712
20151117,0.418059838,3.006911314,-0.4811951,-0.419303815,-0.813380552,-0.481089164,1.54924314,0.276533781
20151118,0.310926727,3.281907088,-0.646233061,-0.340353043,-0.946825664,-0.197765788,1.39830697,0.176724965
20151119,1.026407492,1.774779243,-0.122551995,-0.246212194,-1.723633849,0.41234205,1.709530056,-1.461520493
20151120,0.682391388,3.123081383,-2.209778339,-0.95452459,-2.431545135,2.801711976,-1.169276353,-1.336079002
20151123,0.738871116,2.806514982,-1.080266097,-0.182624486,-1.935977757,0.715301848,1.357886604,-1.229698035
20151124,0.869273315,1.88946916,-0.974777954,0.249107043,-2.712800551,1.631999308,1.363157762,-2.186076912
20151125,0.500253654,5.197487714,-2.334397414,-0.95605599,-1.231142177,0.253635005,0.275245079,0.201607228
20151222,0.019095091,0.059079793,0.445303351,-0.049193444,0.026190912,0.271843566,-0.077634119,0.225217987
20151223,0.017745034,0.043709518,0.403974823,-0.075377271,0.00642925,0.257768699,-0.070251541,0.212980071
20151224,-0.008550681,0.074584134,0.396650307,-0.068260056,-0.000610633,0.259665561,-0.060766598,0.198048475
20151225,0.019444625,0.074594609,0.393734781,-0.07229799,-0.008566207,0.24155742,-0.038925933,0.168510312
20151228,-0.149275255,0.209710558,0.315530144,-0.034429389,-0.041915176,0.312755959,-0.073144396,0.161262572
20151229,-0.097240887,0.174347745,0.362474535,-0.019142101,-0.038764404,0.238118819,0.022984406,0.122188374
20151230,-0.117269834,0.203680638,0.341576449,-0.013357762,-0.042691554,0.239187234,0.021782671,0.116283216
20151231,-0.141924246,0.226531951,0.327782041,0.000201032,-0.049397688,0.242837145,0.027091314,0.105946239
20160104,-0.436864331,0.506179018,0.275774745,0.118986715,0.039326092,0.213246592,0.016647187,0.205654371
20160105,-0.060565269,0.305680581,0.900596179,-0.046917259,0.205239157,0.291599468,0.019603587,0.786969816
20160106,0.036888849,0.277709279,0.79100742,-0.070377187,0.11824694,0.400792633,-0.078123736,0.688424183
20160107,-0.82866583,1.023987523,0.843657996,0.407102874,0.487890493,0.138171934,0.049342704,1.285258294
20160108,0.087055898,0.469150708,1.345237815,-0.110426092,0.329436841,0.471574114,-0.067588882,1.389856945
20160111,-0.457200391,0.941717561,1.332250682,0.076524895,0.337729848,0.489668447,0.05290429,1.456945636
20160112,0.110060926,0.952790846,1.68880943,-0.153997279,0.402059473,0.613324992,-0.006387258,1.951989671
20160113,0.010840429,1.022847686,1.723314994,-0.122196701,0.359021633,0.60280451,0.108021708,1.873276819
20160114,0.747421109,1.058678554,1.982673421,-0.330596284,0.528479177,0.476319406,0.132427557,2.443071252
20160115,0.104027863,1.462025139,1.982509585,-0.237202705,0.357518111,0.796817873,0.129616244,2.459563239
20160118,0.743387569,1.686457353,2.178602769,-0.401507927,0.35252308,0.581599279,0.453930602,2.82736758
20160119,1.437584256,1.306578117,1.946188626,-0.504985098,0.288541058,0.372390544,0.48236778,2.523829151
20160120,0.875312267,1.838429193,1.837194552,-0.407665041,0.239799641,0.500819261,0.493375993,2.727346724
20160121,0.224877046,2.172885649,1.873593466,-0.196361594,0.143954085,0.664874087,0.63352782,2.788702877
20160122,0.644270483,1.92271824,1.828717598,-0.364941941,0.054783469,0.51089227,0.758378278,2.466964767
20160125,0.761602055,1.367723862,1.741927822,-0.160647342,-0.614498983,1.155936848,0.857748736,1.357743774
20160126,-0.561771105,2.025256214,1.714901325,0.069532487,-0.727027534,1.640696026,0.724585911,1.49628681
20160127,0.826726552,1.700454403,1.827262072,-0.864917828,-0.38493211,0.643108085,1.097547602,2.454307943
20160128,0.349961814,2.069916884,1.743753714,-0.752827246,-0.477518923,0.859806538,1.030962143,2.476392332
20160129,2.051010077,1.299235151,1.359902353,-1.217443932,-0.643945384,0.347357717,1.212414145,2.123264019
20160201,1.729625742,1.653221141,1.056669023,-1.20500584,-1.112957051,0.911342805,1.078624808,1.676996204
20160202,2.20048316,1.27635022,1.158483913,-1.159798625,-1.165561894,0.638478066,1.424715137,1.291313497
20160203,1.971343689,1.501705563,1.064797564,-1.181873553,-1.286328236,0.809377981,1.373751606,1.21682101
20160204,2.226765075,1.424484577,0.944293566,-1.14767974,-1.279312709,0.576369263,1.518140999,1.125267824
20160205,2.113304732,1.671320655,0.852646493,-1.116758595,-1.297398118,0.57930427,1.538280364,1.122289992
20160215,1.844115371,2.903530576,-0.186191885,-1.046333903,-1.635063463,0.135241108,2.067600787,0.683124999
20160216,2.503051421,2.436215471,-0.254994664,-1.074036761,-1.593578575,-0.340618569,2.358059531,0.417891969
20160217,2.717402541,2.426053152,-0.429701386,-1.093412385,-1.752575884,-0.121593534,2.173668313,0.133126337
20160218,2.702881434,2.603374017,-0.570528809,-1.085981529,-1.807577498,-0.07207315,2.139328842,0.100222114
20160219,2.758294853,2.461120874,-0.56716369,-1.119646365,-2.135112725,0.330478142,2.019712103,-0.446294715
20160222,3.27758027,3.124307236,-1.05483957,-1.070335495,-1.483037339,-1.033662837,2.481634683,0.244283547
20160223,2.91151658,4.488332023,-1.91514031,-1.546659913,-1.523878068,-0.341074173,1.35190529,0.706680316
20160224,2.689485895,5.771761926,-4.428104284,-2.350588464,-2.389020597,2.550144868,-2.244356752,0.620121798
20160307,0.106934238,-0.042321714,0.706610227,-0.150439559,0.088919307,0.358540254,-0.120772134,0.580811976
20160308,0.103757709,-0.021762653,0.670038345,-0.155842492,0.086432444,0.346121675,-0.125176697,0.580271341
20160309,0.063380264,0.015959827,0.647812317,-0.135422306,0.070674641,0.368645784,-0.12900955,0.573755706
20160310,0.000934711,0.04446789,0.655780681,-0.121937396,0.052046805,0.393282987,-0.110024184,0.551000803
20160311,0.005681821,0.05577984,0.645902279,-0.117464113,0.059550012,0.354751119,-0.081886469,0.546194979
20160314,0.028793648,0.079895099,0.576148151,-0.136327076,0.028425551,0.337758857,-0.067744268,0.496246402
20160315,0.050887191,0.077440928,0.55201215,-0.138328853,0.015257763,0.323691023,-0.055764962,0.475241925
20160316,0.101362848,0.053346443,0.523560469,-0.149057769,-0.009514537,0.319072576,-0.049733385,0.440842497
20160317,0.18076792,0.076348169,1.075997029,-0.280613189,-0.015986886,0.581251591,0.002174354,0.852740566
20160318,0.223796861,0.063324784,0.991377092,-0.328519174,-0.032776267,0.520357846,0.017812484,0.833745554
20160321,0.408722596,0.003279657,0.777106905,-0.432738574,-0.037564919,0.324203043,0.056812699,0.77263803
20160322,0.362594624,0.256359661,1.191660171,-0.492172509,-0.04290289,0.547292519,0.111099214,1.187921946
20160323,0.320002132,0.283790191,1.148879441,-0.486155814,-0.033269107,0.432652273,0.201691753,1.180116035
20160324,0.10444384,0.373006425,1.09316572,-0.460246539,-0.147999199,0.593173902,0.1808359,1.120807449
20160325,0.168113651,0.324221592,1.130219285,-0.460776024,-0.200819352,0.549882054,0.29525359,0.992628944
20160328,-0.002952885,0.497314619,0.911058971,-0.469988779,-0.352647136,0.689084225,0.241687896,0.860826221
20160329,-0.086159657,0.51943215,0.992018073,-0.413033942,-0.340905061,0.579135801,0.417400481,0.79579078
20160330,0.226972946,0.370697899,0.91778232,-0.513503506,-0.374665917,0.423968321,0.506283809,0.698237196
20160331,0.179093036,0.4569228,0.798276878,-0.539901148,-0.405661226,0.434785596,0.466370626,0.682901691
20160401,0.210096806,0.427747775,0.729576195,-0.567713402,-0.462211747,0.425630362,0.495927289,0.617200813
20160405,0.282312839,0.56206147,0.532284626,-0.597995313,-0.542577517,0.295864527,0.621485135,0.436785311
20160406,0.288097296,0.625681892,1.163732651,-0.655012294,-0.503539747,0.678272217,0.531547397,0.961018832
20160407,0.050601691,0.770080276,1.021600805,-0.629965007,-0.638798516,0.920659752,0.404979903,0.8915106
20160408,-0.02372287,0.75346313,1.135332982,-0.549162227,-0.673261234,0.863392536,0.606719774,0.755438629
20160411,0.132312862,0.796617798,0.949501268,-0.584388859,-0.78173493,0.705713047,0.791378134,0.556040265
20160412,0.130528481,0.859871029,0.907987507,-0.538772598,-0.850847017,0.759889305,0.814606229,0.446657
20160413,0.312839724,0.640080228,0.80828239,-0.721579131,-0.878938202,0.490940408,0.994007216,0.379308984
